product_id,transaction_id,customer_id,quantity_stock,expiry_date,price,product_name,total_revenue,payment_method,purchase_date,,,,
84,T000083,C3155,8,16-11-2025,2100,Electronics,65.48,Credit Card,04-03-2025,,,,
85,T000084,C9871,9,17-11-2025,2100,Electronics,45.87,Crypto,4/14/2025,,,,
86,T000085,C5665,1,18-11-2025,2100,Clothing,149.28,Crypto,12/19/2024,,,,
87,T000086,C3538,2,19-11-2025,2100,Clothing,102.18,Credit Card,10-11-2024,,,,
88,T000087,C6456,3,20-11-2025,2100,Beauty,7.27,Credit Card,6/28/2024,,,,
89,T000088,C3502,4,21-11-2025,2100,Beauty,46.4,Credit Card,11-12-2024,,,,
90,T000089,C6918,5,22-11-2025,2100,Clothing,3.12,Crypto,6/22/2025,,,,
91,T000090,C3406,6,23-11-2025,2100,Electronics,157.43,Gift Card,03-08-2025,,,,
92,T000091,C4619,7,24-11-2025,2100,Electronics,74.62,Crypto,2/21/2025,,,,
93,T000092,C9330,8,25-11-2025,2100,Toys,34.97,Credit Card,9/15/2024,,,,
94,T000093,C8974,9,26-11-2025,2100,Beauty,28.81,Crypto,9/15/2024,,,,
95,T000094,C6014,1,27-11-2025,2100,Clothing,23.87,Credit Card,04-02-2025,,,,
96,T000095,C6293,2,28-11-2025,2100,Home,18.79,Crypto,1/25/2025,,,,
97,T000096,C9974,3,29-11-2025,2100,Clothing,96.98,Gift Card,09-05-2024,,,,
98,T000097,C8739,4,30-11-2025,2100,Beauty,27.81,Credit Card,12/18/2024,,,,
99,T000098,C5532,5,01-12-2025,2100,Home,0.65,PayPal,03-02-2025,,,,
100,T000099,C4030,6,02-12-2025,2100,Toys,59.65,Crypto,4/27/2025,,,,
101,T000100,C4970,7,03-12-2025,2100,Clothing,20.83,PayPal,7/22/2024,,,,
102,T000101,C4477,8,04-12-2025,2100,Home,98.43,Credit Card,8/26/2024,,,,
103,T000102,C6606,9,05-12-2025,2100,Toys,49.87,Crypto,12/25/2024,,,,
104,T000103,C6479,10,06-12-2025,2100,Home,104.39,Credit Card,9/28/2024,,,,
105,T000104,C4674,11,07-12-2025,2100,Home,18.47,Crypto,04-08-2025,,,,
106,T000105,C3889,12,08-12-2025,2100,Beauty,16.86,Credit Card,10-03-2024,,,,
107,T000106,C9145,1,09-12-2025,2100,Beauty,0.05,PayPal,04-10-2025,,,,
108,T000107,C7657,2,10-12-2025,2100,Clothing,187.06,Crypto,07-12-2024,,,,
109,T000108,C7803,3,11-12-2025,2100,Toys,1.4,Crypto,03-04-2025,,,,
110,T000109,C2775,4,12-12-2025,2100,Toys,134.44,Credit Card,7/31/2024,,,,
111,T000110,C2499,5,13-12-2025,2100,Home,34.33,Crypto,11/29/2024,,,,
112,T000111,C3909,6,14-12-2025,2100,Home,26.15,PayPal,7/27/2024,,,,
113,T000112,C9154,7,15-12-2025,2100,Clothing,322.25,Crypto,4/13/2025,,,,
114,T000113,C9694,8,16-12-2025,2100,Beauty,4.55,Gift Card,09-08-2024,,,,
115,T000114,C9047,9,17-12-2025,2100,Electronics,39.19,Gift Card,11/23/2024,,,,
116,T000115,C5663,10,18-12-2025,2100,Clothing,13.6,Crypto,7/26/2024,,,,
117,T000116,C2499,11,19-12-2025,2100,Home,21.11,PayPal,12/19/2024,,,,
118,T000117,C9628,12,20-12-2025,2100,Home,32.24,PayPal,04-09-2025,,,,
119,T000118,C2829,13,21-12-2025,2100,Beauty,173.35,Crypto,12-01-2024,,,,
120,T000119,C8347,14,22-12-2025,2100,Clothing,117.36,Gift Card,12-06-2024,,,,
121,T000120,C2691,15,23-12-2025,2100,Beauty,13.76,Crypto,01-08-2025,,,,
122,T000121,C4735,1,24-12-2025,2100,Clothing,57.67,Gift Card,02-01-2025,,,,
123,T000122,C7531,2,25-12-2025,2100,Home,50.25,Gift Card,8/14/2024,,,,
124,T000123,C7054,3,26-12-2025,2100,Electronics,30.35,PayPal,09-10-2024,,,,
125,T000124,C4742,4,27-12-2025,2100,Toys,55.65,Gift Card,08-12-2024,,,,
126,T000125,C8866,5,28-12-2025,2100,Toys,30.02,Crypto,1/28/2025,,,,
127,T000126,C9732,6,29-12-2025,2100,Home,47.34,Gift Card,7/17/2024,,,,
128,T000127,C8591,7,30-12-2025,2100,Toys,0.31,Crypto,7/14/2024,,,,
129,T000128,C7372,8,31-12-2025,2100,Beauty,22.51,Gift Card,03-10-2025,,,,
130,T000129,C2428,9,01-01-2026,2100,Electronics,13.74,PayPal,5/14/2025,,,,
131,T000130,C4361,10,02-01-2026,2100,Home,81.79,Crypto,6/20/2025,,,,
132,T000131,C8978,11,03-01-2026,2100,Electronics,35.12,PayPal,12/30/2024,,,,
133,T000132,C9254,12,04-01-2026,2100,Toys,178.9,Crypto,01-04-2025,,,,
134,T000133,C9371,13,05-01-2026,2100,Electronics,44.29,PayPal,9/13/2024,,,,
135,T000134,C8666,14,06-01-2026,2100,Clothing,91.62,Crypto,2/14/2025,,,,
136,T000135,C1184,15,07-01-2026,2100,Clothing,12.1,Credit Card,7/17/2024,,,,
137,T000136,C8116,16,08-01-2026,2100,Electronics,38.69,Gift Card,10-03-2024,,,,
138,T000137,C7748,17,09-01-2026,2100,Electronics,54.68,Credit Card,1/21/2025,,,,
139,T000138,C6478,18,10-01-2026,2100,Toys,58.77,Gift Card,7/30/2024,,,,
140,T000139,C7644,19,11-01-2026,2100,Electronics,3.54,PayPal,1/31/2025,,,,
141,T000140,C9796,20,12-01-2026,2100,Toys,10.24,PayPal,9/19/2024,,,,
142,T000141,C8502,21,13-01-2026,2100,Electronics,49.56,Gift Card,12/25/2024,,,,
143,T000142,C9963,22,14-01-2026,2100,Beauty,42.48,Crypto,10/21/2024,,,,
144,T000143,C4585,23,15-01-2026,2100,Home,6.74,Crypto,5/28/2025,,,,
145,T000144,C2750,24,16-01-2026,2100,Electronics,20.52,Crypto,10/31/2024,,,,
146,T000145,C4946,25,17-01-2026,2100,Clothing,183.72,Gift Card,9/21/2024,,,,
147,T000146,C6160,26,18-01-2026,2100,Home,99.81,Gift Card,10/18/2024,,,,
148,T000147,C9141,27,19-01-2026,2100,Clothing,65.14,Gift Card,9/14/2024,,,,
149,T000148,C5269,28,20-01-2026,2100,Beauty,64.66,Gift Card,1/26/2025,,,,
150,T000149,C3231,29,21-01-2026,2100,Toys,77.82,Credit Card,11-06-2024,,,,
151,T000150,C2192,30,22-01-2026,2100,Home,155.89,Crypto,12/14/2024,,,,
152,T000151,C4543,31,23-01-2026,2100,Clothing,57.48,Credit Card,8/31/2024,,,,
153,T000152,C6605,32,24-01-2026,2100,Clothing,11.9,Crypto,12/27/2024,,,,
154,T000153,C3141,33,25-01-2026,2100,Home,111.06,PayPal,7/22/2024,,,,
155,T000154,C3137,34,26-01-2026,2100,Beauty,152.29,Crypto,9/27/2024,,,,
156,T000155,C8787,35,27-01-2026,2100,Beauty,8.7,Crypto,09-07-2024,,,,
157,T000156,C1631,36,28-01-2026,2100,Beauty,97.74,Crypto,3/18/2025,,,,
158,T000157,C7829,37,29-01-2026,2100,Home,9.84,Credit Card,01-11-2025,,,,
159,T000158,C4761,38,30-01-2026,2100,Home,158.3,Gift Card,02-05-2025,,,,
160,T000159,C8430,39,31-01-2026,2100,Clothing,42.2,Gift Card,5/16/2025,,,,
161,T000160,C2029,40,01-02-2026,2100,Electronics,134.94,Credit Card,9/28/2024,,,,
162,T000161,C2161,41,02-02-2026,2100,Beauty,72.49,Crypto,12-10-2024,,,,
163,T000162,C2886,42,03-02-2026,2100,Clothing,139.76,Crypto,5/25/2025,,,,
164,T000163,C5812,43,04-02-2026,2100,Beauty,25.45,Crypto,4/22/2025,,,,
165,T000164,C4476,44,05-02-2026,2100,Beauty,15.32,Credit Card,9/24/2024,,,,
166,T000165,C1101,45,06-02-2026,2100,Toys,42.35,Gift Card,6/20/2025,,,,
167,T000166,C3309,46,07-02-2026,2100,Toys,28.96,Gift Card,6/21/2025,,,,
168,T000167,C6625,47,08-02-2026,2100,Electronics,8.09,Gift Card,8/23/2024,,,,
169,T000168,C2424,48,09-02-2026,2100,Toys,44.98,Gift Card,7/15/2024,,,,
170,T000169,C3592,49,10-02-2026,2100,Beauty,178.78,Gift Card,05-10-2025,,,,
171,T000170,C8793,50,11-02-2026,2100,Home,16.63,PayPal,05-05-2025,,,,
172,T000171,C9420,51,12-02-2026,2100,Beauty,54.67,Crypto,7/26/2024,,,,
173,T000172,C5751,52,13-02-2026,2100,Electronics,49.07,Crypto,5/24/2025,,,,
174,T000173,C7623,53,14-02-2026,2100,Beauty,162.39,Credit Card,09-05-2024,,,,
175,T000174,C3411,54,15-02-2026,2100,Electronics,354.76,Credit Card,5/23/2025,,,,
176,T000175,C5446,55,16-02-2026,2100,Electronics,86.92,PayPal,6/18/2025,,,,
177,T000176,C8780,56,17-02-2026,2100,Toys,1.4,Credit Card,1/20/2025,,,,
178,T000177,C9024,57,18-02-2026,2100,Home,96.32,Gift Card,1/15/2025,,,,
179,T000178,C2720,58,19-02-2026,2100,Clothing,55.2,Crypto,08-07-2024,,,,
180,T000179,C1235,59,20-02-2026,2100,Clothing,66.19,Crypto,04-02-2025,,,,
181,T000180,C9865,60,21-02-2026,2100,Home,35.15,Credit Card,06-12-2025,,,,
182,T000181,C8439,61,22-02-2026,2100,Electronics,58.81,Gift Card,07-08-2024,,,,
183,T000182,C8482,62,23-02-2026,2100,Electronics,35.94,Gift Card,4/21/2025,,,,
184,T000183,C7778,63,24-02-2026,2100,Clothing,137.27,Gift Card,12/23/2024,,,,
185,T000184,C1483,64,25-02-2026,2100,Beauty,9.01,PayPal,02-04-2025,,,,
186,T000185,C4905,65,26-02-2026,2100,Toys,4.63,Credit Card,5/19/2025,,,,
187,T000186,C3790,66,27-02-2026,2100,Beauty,120.43,Crypto,10/27/2024,,,,
188,T000187,C8589,67,28-02-2026,2100,Beauty,29.9,Credit Card,1/16/2025,,,,
189,T000188,C1128,68,01-03-2026,2100,Toys,142.01,PayPal,06-04-2025,,,,
190,T000189,C1798,69,02-03-2026,2100,Beauty,29.39,Credit Card,7/15/2024,,,,
191,T000190,C7505,70,03-03-2026,2100,Home,0.37,Gift Card,03-11-2025,,,,
192,T000191,C3993,71,04-03-2026,2100,Clothing,19.87,Gift Card,12/28/2024,,,,
193,T000192,C8963,72,05-03-2026,2100,Beauty,108.43,Crypto,10-06-2024,,,,
194,T000193,C3576,73,06-03-2026,2100,Home,20.1,Crypto,7/22/2024,,,,
195,T000194,C9808,74,07-03-2026,2100,Electronics,18.96,Gift Card,7/14/2024,,,,
196,T000195,C5400,75,08-03-2026,2100,Beauty,80.76,PayPal,10/31/2024,,,,
197,T000196,C1324,76,09-03-2026,2100,Toys,281.68,Credit Card,6/29/2024,,,,
198,T000197,C8650,77,10-03-2026,2100,Beauty,19.76,Gift Card,02-05-2025,,,,
199,T000198,C2814,78,11-03-2026,2100,Home,82.63,Credit Card,12/20/2024,,,,
200,T000199,C5081,79,12-03-2026,2100,Home,22.2,Gift Card,12/29/2024,,,,
201,T000200,C9974,80,13-03-2026,2100,Electronics,0.39,Credit Card,09-07-2024,,,,
202,T000201,C1922,81,14-03-2026,2100,Clothing,50.28,Gift Card,8/16/2024,,,,
203,T000202,C8799,82,15-03-2026,2100,Home,48.93,PayPal,11-10-2024,,,,
204,T000203,C3058,83,16-03-2026,2100,Clothing,97.34,PayPal,07-01-2024,,,,
205,T000204,C3462,84,17-03-2026,2100,Beauty,48.72,PayPal,04-10-2025,,,,
206,T000205,C9399,85,18-03-2026,2100,Beauty,35.34,Credit Card,12/20/2024,,,,
207,T000206,C4129,86,19-03-2026,2100,Toys,9.56,Credit Card,10/17/2024,,,,
208,T000207,C7676,87,20-03-2026,2100,Beauty,120.4,Gift Card,8/26/2024,,,,
209,T000208,C7459,88,21-03-2026,2100,Electronics,67.43,Crypto,1/14/2025,,,,
210,T000209,C8515,89,22-03-2026,2100,Home,37.92,Credit Card,1/29/2025,,,,
211,T000210,C6701,90,23-03-2026,2100,Clothing,293.99,Credit Card,1/16/2025,,,,
212,T000211,C1432,91,24-03-2026,2100,Beauty,177.67,Gift Card,12/28/2024,,,,
213,T000212,C4449,92,25-03-2026,2100,Toys,12.42,Crypto,6/28/2024,,,,
214,T000213,C7476,93,26-03-2026,2100,Clothing,43.06,Gift Card,3/26/2025,,,,
215,T000214,C4811,94,27-03-2026,2100,Toys,5.11,PayPal,01-08-2025,,,,
216,T000215,C5794,95,28-03-2026,2100,Home,34.6,PayPal,7/22/2024,,,,
217,T000216,C4680,96,29-03-2026,2100,Toys,1.61,Credit Card,5/23/2025,,,,
218,T000217,C1936,97,30-03-2026,2100,Clothing,55.49,Gift Card,08-11-2024,,,,
219,T000218,C3068,98,31-03-2026,2100,Clothing,62.09,PayPal,4/30/2025,,,,
220,T000219,C3613,99,01-04-2026,2100,Electronics,118.46,Crypto,8/26/2024,,,,
221,T000220,C7240,100,02-04-2026,2100,Electronics,54.17,PayPal,3/13/2025,,,,
222,T000221,C6466,101,03-04-2026,2100,Clothing,22.67,Crypto,1/19/2025,,,,
223,T000222,C2557,102,04-04-2026,2100,Toys,26.99,Credit Card,04-10-2025,,,,
224,T000223,C8498,103,05-04-2026,2100,Home,157.23,Crypto,9/28/2024,,,,
225,T000224,C7111,104,06-04-2026,2100,Electronics,24.45,Credit Card,12/17/2024,,,,
226,T000225,C5405,105,07-04-2026,2100,Clothing,6.14,Crypto,07-12-2024,,,,
227,T000226,C9910,106,08-04-2026,2100,Toys,74.2,Crypto,08-04-2024,,,,
228,T000227,C8944,107,09-04-2026,2100,Toys,300.35,Credit Card,11/16/2024,,,,
229,T000228,C3689,108,10-04-2026,2100,Clothing,10.51,Gift Card,12/15/2024,,,,
230,T000229,C1850,109,11-04-2026,2100,Home,109.05,Crypto,01-08-2025,,,,
231,T000230,C6620,110,12-04-2026,2100,Clothing,5.05,PayPal,12/28/2024,,,,
232,T000231,C9563,111,13-04-2026,2100,Electronics,236.66,PayPal,8/31/2024,,,,
233,T000232,C5288,112,14-04-2026,2100,Home,37.08,Credit Card,5/28/2025,,,,
234,T000233,C5241,113,15-04-2026,2100,Beauty,17.26,Credit Card,11-12-2024,,,,
235,T000234,C2588,114,16-04-2026,2100,Clothing,20.7,PayPal,06-07-2025,,,,
236,T000235,C2216,115,17-04-2026,2100,Clothing,23.3,Crypto,11/20/2024,,,,
237,T000236,C9607,116,18-04-2026,2100,Electronics,23.38,Gift Card,9/20/2024,,,,
238,T000237,C5381,117,19-04-2026,2100,Toys,92.36,Crypto,12-08-2024,,,,
239,T000238,C5579,118,20-04-2026,2100,Home,631.94,Credit Card,12/14/2024,,,,
240,T000239,C5779,119,21-04-2026,2100,Electronics,72.75,Crypto,01-08-2025,,,,
241,T000240,C2298,120,22-04-2026,2100,Beauty,81.12,PayPal,10/28/2024,,,,
242,T000241,C9461,121,23-04-2026,2100,Home,81.62,Gift Card,8/23/2024,,,,
243,T000242,C4768,122,24-04-2026,2100,Clothing,15.35,Credit Card,4/19/2025,,,,
244,T000243,C7227,123,25-04-2026,2100,Clothing,219.77,Gift Card,12-01-2024,,,,
245,T000244,C4138,124,26-04-2026,2100,Beauty,6.9,Credit Card,05-12-2025,,,,
246,T000245,C7626,125,27-04-2026,2100,Beauty,163.51,Crypto,10-01-2024,,,,
247,T000246,C1602,126,28-04-2026,2100,Toys,6.54,Gift Card,03-03-2025,,,,
248,T000247,C6191,127,29-04-2026,2100,Electronics,24.86,Crypto,12-08-2024,,,,
249,T000248,C8565,128,30-04-2026,2100,Beauty,95.46,PayPal,9/21/2024,,,,
250,T000249,C5717,129,01-05-2026,2100,Electronics,102.12,Gift Card,1/14/2025,,,,
251,T000250,C2730,130,02-05-2026,2100,Clothing,137.3,PayPal,05-05-2025,,,,
252,T000251,C3693,131,03-05-2026,2100,Beauty,2.15,PayPal,5/20/2025,,,,
253,T000252,C2549,132,04-05-2026,2100,Home,94.84,PayPal,11/22/2024,,,,
254,T000253,C2034,133,05-05-2026,2100,Clothing,29.48,Credit Card,07-09-2024,,,,
255,T000254,C9296,134,06-05-2026,2100,Clothing,44.23,Crypto,12-05-2024,,,,
256,T000255,C3238,135,07-05-2026,2100,Home,70.83,Gift Card,01-11-2025,,,,
257,T000256,C9389,136,08-05-2026,2100,Beauty,230.98,Credit Card,08-08-2024,,,,
258,T000257,C4135,137,09-05-2026,2100,Home,5.78,Gift Card,03-01-2025,,,,
259,T000258,C6784,138,10-05-2026,2100,Beauty,52.53,Gift Card,4/24/2025,,,,
260,T000259,C4585,139,11-05-2026,2100,Clothing,0.15,Crypto,02-05-2025,,,,
261,T000260,C8294,140,12-05-2026,2100,Toys,42.63,Crypto,9/19/2024,,,,
262,T000261,C9454,141,13-05-2026,2100,Clothing,6.55,Credit Card,8/25/2024,,,,
263,T000262,C6196,142,14-05-2026,2100,Home,306.74,PayPal,6/29/2024,,,,
264,T000263,C4680,143,15-05-2026,2100,Electronics,23.08,Credit Card,04-04-2025,,,,
265,T000264,C1811,144,16-05-2026,2100,Beauty,193.94,Crypto,07-12-2024,,,,
266,T000265,C5187,145,17-05-2026,2100,Clothing,18.14,Crypto,5/25/2025,,,,
267,T000266,C1826,146,18-05-2026,2100,Clothing,23.12,PayPal,10/29/2024,,,,
268,T000267,C9943,147,19-05-2026,2100,Toys,17.84,PayPal,4/25/2025,,,,
269,T000268,C8873,148,20-05-2026,2100,Toys,47.52,PayPal,5/20/2025,,,,
270,T000269,C2731,149,21-05-2026,2100,Clothing,12.93,PayPal,10/28/2024,,,,
271,T000270,C3376,150,22-05-2026,2100,Clothing,1.49,PayPal,2/14/2025,,,,
272,T000271,C7086,151,23-05-2026,2100,Toys,5.86,Crypto,07-07-2024,,,,
273,T000272,C1737,152,24-05-2026,2100,Toys,12.91,PayPal,5/28/2025,,,,
274,T000273,C9095,153,25-05-2026,2100,Toys,27.27,PayPal,1/20/2025,,,,
275,T000274,C7965,154,26-05-2026,2100,Clothing,58.75,Gift Card,03-08-2025,,,,
276,T000275,C6357,155,27-05-2026,2100,Clothing,174.95,Credit Card,2/13/2025,,,,
277,T000276,C3614,156,28-05-2026,2100,Beauty,145.56,Credit Card,01-07-2025,,,,
278,T000277,C4328,157,29-05-2026,2100,Electronics,36.68,Credit Card,11-11-2024,,,,
279,T000278,C1561,158,30-05-2026,2100,Beauty,40.03,Credit Card,10/23/2024,,,,
280,T000279,C1371,159,31-05-2026,2100,Beauty,52.29,Credit Card,7/23/2024,,,,
281,T000280,C2173,160,01-06-2026,2100,Beauty,132.27,Credit Card,10-07-2024,,,,
282,T000281,C1322,161,02-06-2026,2100,Home,78.31,PayPal,2/13/2025,,,,
283,T000282,C7424,162,03-06-2026,2100,Clothing,78.93,Gift Card,12-11-2024,,,,
284,T000283,C9510,163,04-06-2026,2100,Beauty,114.89,PayPal,09-05-2024,,,,
285,T000284,C5050,164,05-06-2026,2100,Toys,100.94,Gift Card,12/16/2024,,,,
286,T000285,C6807,165,06-06-2026,2100,Toys,81.39,Gift Card,06-12-2025,,,,
287,T000286,C8781,166,07-06-2026,2100,Beauty,32.15,PayPal,5/28/2025,,,,
288,T000287,C3606,167,08-06-2026,2100,Beauty,77.6,Crypto,1/17/2025,,,,
289,T000288,C5431,168,09-06-2026,2100,Electronics,11.25,Credit Card,12-11-2024,,,,
290,T000289,C9049,169,10-06-2026,2100,Toys,137.11,Crypto,4/18/2025,,,,
291,T000290,C9898,170,11-06-2026,2100,Clothing,106.46,Gift Card,3/15/2025,,,,
292,T000291,C6739,171,12-06-2026,2100,Electronics,30.24,PayPal,7/15/2024,,,,
293,T000292,C9226,172,13-06-2026,2100,Beauty,39.78,Credit Card,8/24/2024,,,,
294,T000293,C9338,173,14-06-2026,2100,Clothing,187.09,Gift Card,6/18/2025,,,,
